review,rating,date,bank,source,bank_id,sentiment_label,sentiment_score,identified_theme
ab,3,2024-11-20,BOA,Google Play,2,POSITIVE,0.9603192806243896,Other
ademtahir,5,2024-11-20,BOA,Google Play,2,POSITIVE,0.9930111765861512,Other
✌️✌️,5,2024-11-20,BOA,Google Play,2,NEGATIVE,0.6970565915107727,Other
please this app on my android phone,3,2024-11-20,BOA,Google Play,2,POSITIVE,0.6488659381866455,Other
goat 🐐 🐐,5,2024-11-19,BOA,Google Play,2,NEGATIVE,0.9337347149848938,Other
"your app doesn't match your bank, the app is disaster, super slow. please learn something from tele birr app.",1,2024-11-19,BOA,Google Play,2,NEGATIVE,0.9994460940361024,Transaction Performance
fast and reliable,5,2024-11-18,BOA,Google Play,2,POSITIVE,0.9998595714569092,Other
"the worst app update ever. why would you include the ""developer option off"" thing here? why do you care? it is my phone my money, right? that is the reason why i switched to other banks. so either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,BOA,Google Play,2,NEGATIVE,0.9998020529747008,Other
very good,5,2024-11-14,BOA,Google Play,2,POSITIVE,0.9998520612716676,Other
one of the poorest mobile banking system,1,2024-11-13,BOA,Google Play,2,NEGATIVE,0.999756634235382,Other
❤❤❤❤❤❤,5,2024-11-12,BOA,Google Play,2,NEGATIVE,0.6970565915107727,Other
oene,5,2024-11-12,BOA,Google Play,2,POSITIVE,0.8278864026069641,Other
i find it interesting specially in reciept downloading,1,2024-11-12,BOA,Google Play,2,POSITIVE,0.9981314539909364,Other
it good,5,2024-11-12,BOA,Google Play,2,POSITIVE,0.9998427629470824,Other
"this app crashes everytime, please fix it",1,2024-11-12,BOA,Google Play,2,NEGATIVE,0.9996472597122192,Other
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,BOA,Google Play,2,NEGATIVE,0.9964038133621216,Other
i need a support the app is not working,5,2024-11-12,BOA,Google Play,2,NEGATIVE,0.9998034834861756,Customer Support
bast bank of ethiopia,5,2024-11-12,BOA,Google Play,2,POSITIVE,0.9978061318397522,Other
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,BOA,Google Play,2,NEGATIVE,0.9990527033805848,Transaction Performance
"thank you for your social services like, vertual banking, non touch atm, cadrless and withdrwal with out passbook...",5,2024-11-12,BOA,Google Play,2,POSITIVE,0.9878897070884703,Other
the worst app i have never seen like this before,1,2024-11-12,BOA,Google Play,2,NEGATIVE,0.999774158000946,Other
wweeeer,4,2024-11-12,BOA,Google Play,2,NEGATIVE,0.8910733461380005,Other
infinx,5,2024-11-12,BOA,Google Play,2,NEGATIVE,0.904255747795105,Other
great service,5,2024-11-12,BOA,Google Play,2,POSITIVE,0.9998434782028198,Other
this app is not available on all android versions and some times it is not functional.,1,2024-11-08,BOA,Google Play,2,NEGATIVE,0.9997187256813048,Other
senayt mesfin,4,2024-11-08,BOA,Google Play,2,POSITIVE,0.887482225894928,Other
bad app vety bad.,1,2024-11-07,BOA,Google Play,2,NEGATIVE,0.9998058676719666,Other
abessnya banke,5,2024-11-05,BOA,Google Play,2,NEGATIVE,0.9873653054237366,Other
"the most useless app, i never expected such an irrelevant app from boa. big shame!",1,2024-11-04,BOA,Google Play,2,NEGATIVE,0.9997209906578064,Other
professional on banking app,5,2024-11-01,BOA,Google Play,2,POSITIVE,0.9616296291351318,Other
has some nice interface but always freezes or slow to load .app developers please fix this issue.,3,2024-10-27,BOA,Google Play,2,NEGATIVE,0.993607759475708,Transaction Performance
አይሰራም አስተካክሉት,5,2024-10-26,BOA,Google Play,2,NEGATIVE,0.7850590348243713,Other
please try another because this app doesn't feet the need of this generation,1,2024-10-25,BOA,Google Play,2,NEGATIVE,0.9962698221206664,Other
fast transfer,5,2024-10-24,BOA,Google Play,2,POSITIVE,0.9989985823631288,Transaction Performance
"what's up i can't log in, what's wrong",5,2024-10-22,BOA,Google Play,2,NEGATIVE,0.9989662170410156,Other
amrumehamed,1,2024-10-21,BOA,Google Play,2,POSITIVE,0.6924042105674744,Other
"nice to meet you my proud bank in ethiopia.. i'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? i'm working a lot of international money.but i can't get direct in ethiopia because of don't knowing the legal ways of getting money in ethiopia please can i get and direct deposit with boa please 🙏🙏🙏?",5,2024-10-18,BOA,Google Play,2,POSITIVE,0.9683733582496644,Other
ደደገነሐ,5,2024-10-15,BOA,Google Play,2,NEGATIVE,0.6970565915107727,Other
"terrible bank experience it’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. the app constantly crashes, services are limited, and every time i try to transfer money or load telebirr, there’s a huge delay. i have to wait 5 days for failed transactions to be refunded! even ussd is unreliable. they’ve put me in embarrassing situations countless times, and customer care never fixes anything. i’ve switched banks, and you should too!",1,2024-10-14,BOA,Google Play,2,NEGATIVE,0.9995194673538208,Transaction Performance
a painfully slow banking app service. please don't make it your choice!,1,2024-10-13,BOA,Google Play,2,NEGATIVE,0.999660849571228,Transaction Performance
good app,4,2024-10-12,BOA,Google Play,2,POSITIVE,0.9998493194580078,Other
best app to me,5,2024-10-11,BOA,Google Play,2,POSITIVE,0.997821807861328,Other
boa,5,2024-10-11,BOA,Google Play,2,NEGATIVE,0.7410542368888855,Other
abdulkadir,5,2024-10-11,BOA,Google Play,2,POSITIVE,0.981449544429779,Other
bad,1,2024-10-10,BOA,Google Play,2,NEGATIVE,0.999782383441925,Other
if it is possible i would gove0 star,1,2024-10-08,BOA,Google Play,2,NEGATIVE,0.9928192496299744,Other
nise mobile bankig,4,2024-10-05,BOA,Google Play,2,NEGATIVE,0.9858755469322203,Other
overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,Google Play,2,NEGATIVE,0.9532790780067444,Transaction Performance
just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,BOA,Google Play,2,NEGATIVE,0.999284327030182,Other
update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BOA,Google Play,2,NEGATIVE,0.998016357421875,User Interface & Experience
"stop telling me what to do with my phone, boa. why does your newly updated app keep asking me to disable the developer options? i’m not slowing down my phone just to use your god damn app. 🤮🤮🤮🤮",1,2024-10-04,BOA,Google Play,2,NEGATIVE,0.9964292645454408,Transaction Performance
i'm living out of country how may i download and use mobile banking? it asks me the ethiopia phone number and i can't receive text to confirm because i'm out side the country. so please lete know if i can use while i'm outside the country. thanks,1,2024-10-04,BOA,Google Play,2,NEGATIVE,0.6597372889518738,Other
worest app,1,2024-10-03,BOA,Google Play,2,NEGATIVE,0.7789772152900696,Other
the worest app ever,1,2024-10-03,BOA,Google Play,2,POSITIVE,0.9535900950431824,Other
አሪፍ ነው በርቱልን,5,2024-10-03,BOA,Google Play,2,NEGATIVE,0.8337252736091614,Other
wwwerrr,5,2024-10-02,BOA,Google Play,2,NEGATIVE,0.8502515554428101,Other
ጀማል ውቀቱ,5,2024-09-30,BOA,Google Play,2,NEGATIVE,0.7850590348243713,Other
great for financial company,5,2024-09-30,BOA,Google Play,2,POSITIVE,0.9998703002929688,Other
very easy to use,5,2024-09-30,BOA,Google Play,2,POSITIVE,0.999142289161682,Other
the app's crash always.. error.....,3,2024-09-27,BOA,Google Play,2,NEGATIVE,0.9996880292892456,Other
this app is incredibly frustrating to use. it’s filled with issues that make it difficult to navigate and complete tasks efficiently. i’ve never encountered such a poorly designed banking application before. it needs significant improvements to enhance user experience. it deserves a vey low rating.,1,2024-09-26,BOA,Google Play,2,NEGATIVE,0.998582124710083,Other
great ui and seamless ux. i love it!!,5,2024-09-25,BOA,Google Play,2,POSITIVE,0.9998557567596436,User Interface & Experience
that's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,BOA,Google Play,2,NEGATIVE,0.9941336512565612,Other
it's easy used to operate program and secured 👍👍,4,2024-09-25,BOA,Google Play,2,NEGATIVE,0.9652978181838988,Other
i bought a mobile card on this app but i didn't receive it and it took my money and i didn't get my money back.,1,2024-09-21,BOA,Google Play,2,NEGATIVE,0.9994741082191468,Other
amazing,5,2024-09-19,BOA,Google Play,2,POSITIVE,0.999875545501709,Other
great app with great services,5,2024-09-19,BOA,Google Play,2,POSITIVE,0.9998226761817932,Other
yes active user,5,2024-09-17,BOA,Google Play,2,POSITIVE,0.9983929991722108,Other
shameful,1,2024-09-17,BOA,Google Play,2,NEGATIVE,0.998016357421875,Other
the worest app ever made i would not recommende for no one,1,2024-09-16,BOA,Google Play,2,NEGATIVE,0.5611275434494019,Other
"how many hours should i wait after transferring money to telebirr, please do something about the transfer delay issue i need my money when ever.",1,2024-09-15,BOA,Google Play,2,NEGATIVE,0.9988893866539,Transaction Performance
"boa is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. this is a huge gap that i observed in boa mobile banking. i didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. after waiting so long, i called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". this is not totally fair.",1,2024-09-15,BOA,Google Play,2,NEGATIVE,0.9993953704833984,Transaction Performance
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,BOA,Google Play,2,NEGATIVE,0.8698039650917053,Other
it's not working. it needs a big update. can't you update the app quickly?,1,2024-09-14,BOA,Google Play,2,NEGATIVE,0.999777853488922,User Interface & Experience
"i am aimohon joel , it's can be good for a better conversation in time 🙂",3,2024-09-14,BOA,Google Play,2,NEGATIVE,0.9925205707550048,Other
"better app than most mobile apps, but why do i have to turn off developer option every time i wanna use the app?? it's annoying.",1,2024-09-13,BOA,Google Play,2,NEGATIVE,0.999325394630432,Other
bes and freindly app,5,2024-09-13,BOA,Google Play,2,NEGATIVE,0.9136511087417604,Other
it doesn't work.,1,2024-09-12,BOA,Google Play,2,NEGATIVE,0.9997761845588684,Other
"it say ""the request was not successful. please check device connectivity or try again"" why? one of the bank manager told me it is because of my phone's android version which is 9.1 it is ridiculous! disappointing",1,2024-09-11,BOA,Google Play,2,NEGATIVE,0.9997968077659608,Other
how to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,BOA,Google Play,2,NEGATIVE,0.9998114705085754,Other
smart technology,5,2024-09-10,BOA,Google Play,2,POSITIVE,0.9998468160629272,Other
yegema app tish🪨,1,2024-09-08,BOA,Google Play,2,NEGATIVE,0.9501880407333374,Other
"this is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form boa, i'm soory!!!",1,2024-09-07,BOA,Google Play,2,NEGATIVE,0.9996864795684814,Other
"shockingly bad! even when it decides to work, it's painfully slow and frustrating. such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,BOA,Google Play,2,NEGATIVE,0.9997275471687316,Transaction Performance
"it crashes frequently. it launches on android 8.1 but i don't think it actually works on versions less than 10. if so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. it was so much better three months ago, upgrades should be for the better.",1,2024-09-06,BOA,Google Play,2,NEGATIVE,0.999210000038147,Other
awesome application. but lately its crashing everytime i opened it.,4,2024-09-05,BOA,Google Play,2,NEGATIVE,0.9127689599990844,Other
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ app እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,BOA,Google Play,2,NEGATIVE,0.9639249444007874,Other
fast one,3,2024-09-04,BOA,Google Play,2,POSITIVE,0.9994491934776306,Other
nice looking app but a terrible user experience.,1,2024-09-03,BOA,Google Play,2,NEGATIVE,0.9958102703094482,Other
the worest mb app ever!!🙄,1,2024-09-02,BOA,Google Play,2,NEGATIVE,0.8734644651412964,Other
it is ok,5,2024-09-01,BOA,Google Play,2,POSITIVE,0.9998496770858764,Other
plz fix the apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,BOA,Google Play,2,NEGATIVE,0.9987314343452454,Other
apollo's,1,2024-08-29,BOA,Google Play,2,POSITIVE,0.9974138736724854,Other
the worst experience ever,1,2024-08-29,BOA,Google Play,2,NEGATIVE,0.999792754650116,Other
hussenaliumar,5,2024-08-29,BOA,Google Play,2,NEGATIVE,0.6654537916183472,Other
hi i have problem with this app boa mobile i don't know what is wrong with this app i did many times download but it's sam doesn't work if sam like that this app way i have to be customer with them how i know my account and checking save the book is no not enough alone,1,2024-08-28,BOA,Google Play,2,NEGATIVE,0.999367892742157,Other
it is not work for my device,5,2024-08-27,BOA,Google Play,2,NEGATIVE,0.9997636675834656,Other
"i'm sick and tiered of enabling and disabling developer option everytime i use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,Google Play,2,NEGATIVE,0.9990233182907104,Other
the worst app ever,1,2024-08-26,BOA,Google Play,2,NEGATIVE,0.9997934699058532,Other
betanya gebre,3,2024-08-23,BOA,Google Play,2,POSITIVE,0.8911886215209961,Other
i dont recommand it to any one,1,2024-08-23,BOA,Google Play,2,NEGATIVE,0.9855504035949708,Other
"the application used to work well. but after updates i'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BOA,Google Play,2,NEGATIVE,0.9988825917243958,Account Access Issues
ትርሃስ,5,2024-08-19,BOA,Google Play,2,NEGATIVE,0.6970565915107727,Other
gio,4,2024-08-19,BOA,Google Play,2,POSITIVE,0.9969680905342102,Other
app isn't working,1,2024-08-18,BOA,Google Play,2,NEGATIVE,0.9995692372322084,Other
so far good but always it lugs,3,2024-08-17,BOA,Google Play,2,NEGATIVE,0.982947051525116,Other
don't trust this bank and its service.,1,2024-08-16,BOA,Google Play,2,NEGATIVE,0.99963116645813,Other
"i can not open and use the application,please help me!",5,2024-08-15,BOA,Google Play,2,NEGATIVE,0.9995014667510986,Customer Support
horrible,1,2024-08-14,BOA,Google Play,2,NEGATIVE,0.9997841715812684,Other
mostly not working 😑,1,2024-08-14,BOA,Google Play,2,NEGATIVE,0.9995824694633484,Other
awesome 👌,5,2024-08-12,BOA,Google Play,2,POSITIVE,0.9998607635498048,Other
"despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BOA,Google Play,2,NEGATIVE,0.9997915625572203,Other
very poor app b/c highly slow to open the app,1,2024-08-12,BOA,Google Play,2,NEGATIVE,0.9998080134391784,Transaction Performance
wedi tekle .,5,2024-08-11,BOA,Google Play,2,NEGATIVE,0.8421270847320557,Other
bad app📱👎👎👎,1,2024-08-11,BOA,Google Play,2,NEGATIVE,0.9997676014900208,Other
dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,BOA,Google Play,2,NEGATIVE,0.9956488013267516,Other
nice appp,5,2024-08-11,BOA,Google Play,2,POSITIVE,0.9997910857200624,Other
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,BOA,Google Play,2,NEGATIVE,0.952187716960907,Other
gooood app my dear,5,2024-08-10,BOA,Google Play,2,NEGATIVE,0.9005938172340393,Other
harun tamam galanaa,3,2024-08-09,BOA,Google Play,2,NEGATIVE,0.9410594701766968,Other
"a total disaster of an app. always offline, never works, it's embarassing. i've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play,2,NEGATIVE,0.9998038411140442,Other
gamebela,1,2024-08-08,BOA,Google Play,2,POSITIVE,0.8994184732437134,Other
so poor app to use can't start up when open the app,1,2024-08-08,BOA,Google Play,2,NEGATIVE,0.999744474887848,Other
"this app takes too long time to be opened. and even it is not working simply as other banks application. why this app does not give a digital invoice. even, i am not able to find where the screeshot is kept after transaction. so, please the developer should fix all these.",1,2024-08-07,BOA,Google Play,2,NEGATIVE,0.9987001419067384,Other
good job,5,2024-08-07,BOA,Google Play,2,POSITIVE,0.999835729598999,Other
"worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,Google Play,2,NEGATIVE,0.9998094439506532,Account Access Issues
bad app .,1,2024-08-06,BOA,Google Play,2,NEGATIVE,0.9997915625572203,Other
"i mean how could a big financial company like this, be this much irresponsible to release this app? you should be ashamed!",1,2024-08-06,BOA,Google Play,2,NEGATIVE,0.9994394183158876,Other
review,5,2024-08-06,BOA,Google Play,2,POSITIVE,0.9946893453598022,Other
goood,4,2024-08-06,BOA,Google Play,2,NEGATIVE,0.9943867921829224,Other
👎👎👎👎👎👎👎👎👎,1,2024-08-06,BOA,Google Play,2,NEGATIVE,0.6970565915107727,Other
primary choice,5,2025-12-01,Dashen,Google Play,3,POSITIVE,0.9975801706314088,Other
its use friendly,4,2025-12-01,Dashen,Google Play,3,POSITIVE,0.9990565180778505,Other
"the apk need time to open the passward page immediately , and lagging.",1,2025-12-01,Dashen,Google Play,3,NEGATIVE,0.999772012233734,Other
"this app is not good it's, access are limited and u guys are working only on it's graphics we need it for banking activities not for game. make it more active and better its dormant. i don't like it cbe is better than.",1,2025-11-30,Dashen,Google Play,3,NEGATIVE,0.9994112253189088,Account Access Issues
great app,5,2025-11-30,Dashen,Google Play,3,POSITIVE,0.999821126461029,Other
very smart app easy to use and friendly,5,2025-11-29,Dashen,Google Play,3,POSITIVE,0.9998064637184144,Other
very exemplery app to other bank aps !,5,2025-11-29,Dashen,Google Play,3,NEGATIVE,0.9862420558929444,Other
it is an amazing app,4,2025-11-28,Dashen,Google Play,3,POSITIVE,0.9998793601989746,Other
"its fast and easy to communicate to the app and its available all area keep it up.i will make happy for this application thank you dashen bank for your effort,commitment and dedication. i appricated your work.",5,2025-11-26,Dashen,Google Play,3,POSITIVE,0.999860405921936,Other
what do you care about my phone's settings? who are you to tell me what to turn off and on? it is my phone after all. this *develoler option* thing will cost you a lot of users who are willing to leave the bank once and for all. turn this thing off. 6 you fear this is a security issue fix your side not mine.,1,2025-11-25,Dashen,Google Play,3,NEGATIVE,0.9985862970352172,Other
exceptional product.,5,2025-11-23,Dashen,Google Play,3,POSITIVE,0.9998724460601808,Other
very easy app,3,2025-11-23,Dashen,Google Play,3,POSITIVE,0.9955209493637084,Other
"the dashen super app is very impressive. it is fast, easy to use, and provides smooth access to all essential banking services. money transfer, bill payment, balance check, and other features work efficiently without issues. the design is clean and user-friendly. great step forward in digital banking — keep up the good work, dashen bank!..",5,2025-11-19,Dashen,Google Play,3,POSITIVE,0.9998127818107604,Account Access Issues
በጣም ፈጣን ሥቹ አስተማማኝ ወድጃዋለው,5,2025-11-18,Dashen,Google Play,3,NEGATIVE,0.8832131028175354,Other
bill payment options are limited in this app please add ethio telecom bill electric bill etc.. instead of adding nonsense in banking app,1,2025-11-18,Dashen,Google Play,3,NEGATIVE,0.9899314641952516,Other
"it's a really slow app, i'm not sure what the issue is. even other bank transfers are not working",2,2025-11-18,Dashen,Google Play,3,NEGATIVE,0.9997981190681458,Transaction Performance
always updating bad stability,1,2025-11-17,Dashen,Google Play,3,NEGATIVE,0.9964240193367004,Other
"it say's disable developer option, i disabled it but its not working still",1,2025-11-17,Dashen,Google Play,3,NEGATIVE,0.999519944190979,Other
with the super app evry thing i need is just a tap away,5,2025-11-17,Dashen,Google Play,3,NEGATIVE,0.9930068254470824,Other
eyita tips,1,2025-11-15,Dashen,Google Play,3,POSITIVE,0.9007538557052612,Other
clear and presize,5,2025-11-15,Dashen,Google Play,3,POSITIVE,0.9996238946914672,Other
smooth and easy!!!,5,2025-11-14,Dashen,Google Play,3,POSITIVE,0.9998213648796082,Other
i have had an amazing experience with this app;ot os convenient and easy to use,5,2025-11-14,Dashen,Google Play,3,POSITIVE,0.99716055393219,Other
"all in one super app with smooth navigation, transaction and lifestyle services",5,2025-11-14,Dashen,Google Play,3,POSITIVE,0.9918859004974364,Other
very nice app.,5,2025-11-14,Dashen,Google Play,3,POSITIVE,0.9998617172241212,Other
system failure transfer to others account,2,2025-11-13,Dashen,Google Play,3,NEGATIVE,0.9988131523132324,Transaction Performance
"only the ui/ux is good, but it doesn't function properly. it's a shame that a leading tech bank has such an app. amole is far better.",1,2025-11-13,Dashen,Google Play,3,NEGATIVE,0.9978633522987366,User Interface & Experience
"excellent app. to use perfectlly to pay,transfer,tele airtime and so on.",5,2025-11-12,Dashen,Google Play,3,POSITIVE,0.9994845390319824,Transaction Performance
wow dashen bank super app,5,2025-11-12,Dashen,Google Play,3,POSITIVE,0.9992703795433044,Other
"this so-called “super app” is a complete disappointment. it’s confusing, slow, and full of glitches honestly, it feels like it was designed to test people’s patience, not to help them bank. calling it “super” is a joke; it’s one of the most useless apps i’ve ever used.",1,2025-11-11,Dashen,Google Play,3,NEGATIVE,0.9995548129081726,Transaction Performance
best mobile banking app in ethiopia .,5,2025-11-11,Dashen,Google Play,3,POSITIVE,0.9997279047966005,Other
very nice app i have ever seen,5,2025-11-10,Dashen,Google Play,3,POSITIVE,0.9998395442962646,Other
nasty bank . even the supper app is not working well. when i am calling them they are not response . please don't use this app because you will loss you time ;energy and everything . hopeless bank .,1,2025-11-10,Dashen,Google Play,3,NEGATIVE,0.9997878670692444,Other
it's good but is not fast,5,2025-11-09,Dashen,Google Play,3,POSITIVE,0.916059136390686,Other
your financial system must improved,4,2025-11-09,Dashen,Google Play,3,POSITIVE,0.7152234315872192,Other
your service is too good,5,2025-11-09,Dashen,Google Play,3,POSITIVE,0.999098539352417,Other
good experience,5,2025-11-09,Dashen,Google Play,3,POSITIVE,0.9998599290847778,Other
"amazing app, 👏",5,2025-11-07,Dashen,Google Play,3,POSITIVE,0.9997995495796204,Other
wooow,5,2025-11-07,Dashen,Google Play,3,NEGATIVE,0.983917474746704,Other
nice app,5,2025-11-07,Dashen,Google Play,3,POSITIVE,0.9998061060905457,Other
"easy to use, friendly",5,2025-11-06,Dashen,Google Play,3,POSITIVE,0.999752938747406,Other
"12yr more lc, ucp & icc & loan",5,2025-11-06,Dashen,Google Play,3,NEGATIVE,0.930407702922821,Other
"not attractive and friendly app. check awash, cbe apps",1,2025-11-06,Dashen,Google Play,3,NEGATIVE,0.9997969269752502,Other
amzing,5,2025-11-06,Dashen,Google Play,3,NEGATIVE,0.9989879727363586,Other
"the dashen super app is very impressive. it is fast, easy to use, and provides smooth access to all essential banking services. money transfer, bill payment, balance check, and other features work efficiently without issues. the design is clean and user-friendly. great step forward in digital banking — keep up the good work, dashen bank!",5,2025-11-05,Dashen,Google Play,3,POSITIVE,0.9998143315315248,Account Access Issues
betam kerfafa naw,1,2025-11-05,Dashen,Google Play,3,NEGATIVE,0.9936383366584778,Other
worst app ever,1,2025-11-05,Dashen,Google Play,3,NEGATIVE,0.9997803568840028,Other
"dashen, always two step ahead.",5,2025-11-05,Dashen,Google Play,3,POSITIVE,0.9996127486228944,Other
"please try to fix the barrier between other banks specially with ""commercial bank of ethiopia""",3,2025-11-05,Dashen,Google Play,3,NEGATIVE,0.986888349056244,Other
i am using,5,2025-11-05,Dashen,Google Play,3,POSITIVE,0.9937612414360046,Other
it is a wonderful app developed by a local talent. it deserves an appreciation. it will continue to evolve with new exciting features.,5,2025-11-05,Dashen,Google Play,3,POSITIVE,0.9998525381088256,Other
wonderful app,5,2025-11-05,Dashen,Google Play,3,POSITIVE,0.9998787641525269,Other
"i love the app it features are perfect, but it asks to update too many times to activate your need to visit a nearest branch and that takes time. other than that the app is great i like it",5,2025-11-05,Dashen,Google Play,3,POSITIVE,0.9031402468681335,Other
go ahead,5,2025-11-05,Dashen,Google Play,3,POSITIVE,0.999769389629364,Other
its supper,5,2025-11-04,Dashen,Google Play,3,POSITIVE,0.9683655500411988,Other
it's so boring,1,2025-11-04,Dashen,Google Play,3,NEGATIVE,0.9997939467430116,Other
dashen bank super app is the latest version of online banking system that is the gift from dashen bank for us thanks to dashen,5,2025-11-04,Dashen,Google Play,3,POSITIVE,0.9986799359321594,Other
"i rarely leave reviews, but this app truely deserves one.it's efficient ,secure , reliable and makes fanancial tasks effortless.definitely 5 stars for this exceptional app",5,2025-11-04,Dashen,Google Play,3,POSITIVE,0.9997314810752868,Other
it has improved very much lately its working more and getting better but yet it is not fully fixed some time at night it doesn't work..i think the problem is it was launched too early.,3,2025-11-04,Dashen,Google Play,3,NEGATIVE,0.9994889497756958,Other
wow dashen bank,5,2025-11-03,Dashen,Google Play,3,POSITIVE,0.9995077848434448,Other
ብዙ ነጉር ይቀረዋል ወደ አፑ ስገባ በጣም ይዘገያል ባጭሩ ቀርፋፋ ነው,4,2025-11-02,Dashen,Google Play,3,NEGATIVE,0.944585382938385,Other
"i just updated my app to the latest version and i couldn't even see my balance, send money or do anything. it says service is unavailable and it will be fixed soon.",5,2025-11-01,Dashen,Google Play,3,NEGATIVE,0.9997263550758362,Other
it's too slow,1,2025-11-01,Dashen,Google Play,3,NEGATIVE,0.999787986278534,Transaction Performance
"before the recent update, this app was great. now, the home page is cluttered with promotions and banners, which really hurts the experience. i think the app stopped being banking app and started only to promote b/c 95% of the app is only ads, also full of bugs",1,2025-11-01,Dashen,Google Play,3,NEGATIVE,0.99911230802536,Other
"this might be the worst banking app i've ever used i dont know why kind of bug it is but suddenly the apps stops working it says ""temporarily unavailable"" for a simple feature like viewing account balance and in person visit was no help it took them longer than 2 hours to fix it and even after that 2 weeks later the same problem just because of this i'm going to stop using the bank altogether which is a shame because it's a decent bank",1,2025-11-01,Dashen,Google Play,3,NEGATIVE,0.9994062185287476,Customer Support
the worst app ever. extremely unreliable. such a shame for a big bank.,1,2025-10-31,Dashen,Google Play,3,NEGATIVE,0.9998087286949158,Other
app is too slow not opening fast,1,2025-10-31,Dashen,Google Play,3,NEGATIVE,0.999428689479828,Transaction Performance
"it's seems to have some improvements, i don't know what's going on with this app sometimes get collapseed. this is not expected from dashen bank, which is amongst from famous and greatest banks.",1,2025-10-30,Dashen,Google Play,3,NEGATIVE,0.9892113208770752,Other
very nise good,5,2025-10-30,Dashen,Google Play,3,POSITIVE,0.999859094619751,Other
very interesting,5,2025-10-30,Dashen,Google Play,3,POSITIVE,0.999863862991333,Other
what your emplyees tell as about the app when they came to our store and what actually the app is different,1,2025-10-30,Dashen,Google Play,3,POSITIVE,0.9886024594306946,Other
excellent promotion,5,2025-10-30,Dashen,Google Play,3,POSITIVE,0.9998637437820436,Other
viry good,5,2025-10-29,Dashen,Google Play,3,POSITIVE,0.9997873902320862,Other
"dashen bank super app is incredibly convenient! easy to use, fast, and reliable – a great app to manage everything in one place.",5,2025-10-29,Dashen,Google Play,3,POSITIVE,0.9995148181915284,Other
it is the worst app ever istg 🤮🤮🤮,1,2025-10-29,Dashen,Google Play,3,NEGATIVE,0.9997962117195128,Other
"dashen super app is a game-changer with its sleek, user-friendly interface. lightning-fast responses and seamless navigation make every task a breeze. love the organized layout and clear features that save time daily. fantastic work—highly recommended for effortless banking!",5,2025-10-28,Dashen,Google Play,3,POSITIVE,0.9998281002044678,User Interface & Experience
"the design is clean and modern, and everything works smoothly without bugs. i love how reliable the app is it makes banking so convenient.",5,2025-10-28,Dashen,Google Play,3,POSITIVE,0.9996851682662964,Other
"a true banking super app! the dashen super app combines great design, security, and an impressive range of features. highly recommended for anyone looking for a complete digital banking experience.",5,2025-10-28,Dashen,Google Play,3,POSITIVE,0.9998050332069396,Other
